id,gender,city,year,group_size,tom,bumo,bumo_previous,most_favourite,age,age_group,age_sub_group,mpi,mpi_detail,mpi_mean,occupation,occupation_group,cluster,most_favourite_group,cluster_name
818185,Female,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Lecturer / Teacher,Professional,1,Other,Social Seekers
818186,Male,Hồ Chí Minh,2019,5.0,Starbucks,Starbucks,Street / Half street coffee (including carts),Starbucks,18.0,16 - 19,16 - 19,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
818195,Female,Hồ Chí Minh,2019,3.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,41.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Freelance,Self Employed,1,Major Chains,Social Seekers
818197,Male,Nha Trang,2019,3.0,Milano,Milano,Refuse,Milano,20.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,2,Other,Experience Enthusiasts
818208,Male,Hà Nội,2019,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,42.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
818238,Female,Hà Nội,2019,4.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,33.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Consumers
818248,Male,Đà Nẵng,2019,2.0,Other 1,Other 1,Refuse,Other 1,20.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
818268,Male,Hà Nội,2019,4.0,Other 1,Other 1,Refuse,Other 1,47.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
818269,Male,Hà Nội,2019,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,37.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
818272,Female,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,46.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,0,Other,Routine Consumers
818279,Female,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,50.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
818284,Female,Cần Thơ,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),40.0,40 - 60,40 - 44,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Street,Routine Consumers
818302,Female,Cần Thơ,2019,5.0,Other 1,Other 1,Milano,Other 1,30.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
818307,Female,Hà Nội,2019,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),45.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Street,Routine Consumers
818320,Female,Hồ Chí Minh,2019,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,23.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Pupil / Student,Student,1,Major Chains,Social Seekers
818325,Male,Đà Nẵng,2019,1.0,Trung Nguyên,Trung Nguyên,Refuse,Trung Nguyên,42.0,40 - 60,40 - 44,< 4.5, 3  - 4.49  ,3749.0,Civil servant - Staff level,Office Worker,0,Major Chains,Routine Consumers
818327,Female,Hồ Chí Minh,2019,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),46.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Street,Routine Consumers
818335,Female,Đà Nẵng,2019,6.0,Other 1,Other 1,Refuse,Other 1,52.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
818344,Female,Đà Nẵng,2019,4.0,Other 1,Other 1,Refuse,Other 1,54.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
818355,Male,Hà Nội,2019,4.0,Other 1,Other 1,Other 2,Other 1,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
818359,Male,Đà Nẵng,2019,5.0,The Coffee House,The Coffee House,Refuse,The Coffee House,23.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
818368,Male,Hà Nội,2019,2.0,Other 1,Other 1,Refuse,Other 1,29.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
818412,Male,Đà Nẵng,2019,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,47.0,40 - 60,45+,25+, 15  - 19.99  ,17499.0,Officer - Senior Management,Office Worker,0,Other,Routine Consumers
818453,Female,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,36.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Seekers
818461,Male,Hà Nội,2019,4.0,Cộng Cà Phê,The Coffee House,Refuse,The Coffee House,22.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
818464,Female,Hà Nội,2019,2.0,Cộng Cà Phê,The Coffee House,Refuse,The Coffee House,24.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Seekers
818466,Male,Hà Nội,2019,2.0,The Coffee House,Cộng Cà Phê,The Coffee House,Cộng Cà Phê,29.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
818467,Female,Đà Nẵng,2019,2.0,Phúc Long,Phúc Long,Refuse,Phúc Long,19.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
818468,Female,Hà Nội,2019,3.0,Other 1,Other 1,Other 2,Other 1,42.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Civil servant - Staff level,Office Worker,1,Other,Social Seekers
818547,Male,Đà Nẵng,2019,2.0,Other 1,Other 1,Refuse,Other 1,45.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Civil servant - Staff level,Office Worker,0,Other,Routine Consumers
818574,Male,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,49.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
818578,Female,Hà Nội,2019,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Other,Social Seekers
818581,Female,Đà Nẵng,2019,2.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,51.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,0,Other,Routine Consumers
818587,Male,Hà Nội,2019,4.0,Other 1,Other 1,Other 2,Other 1,37.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Consumers
818672,Male,Nha Trang,2019,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,26.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Freelance,Self Employed,1,Major Chains,Social Seekers
818677,Female,Hồ Chí Minh,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),51.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,0,Street,Routine Consumers
818733,Female,Hà Nội,2019,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,30.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
818735,Female,Hà Nội,2019,2.0,Other 1,Other 1,Other 2,Other 1,47.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,0,Other,Routine Consumers
818739,Female,Hà Nội,2019,2.0,Trung Nguyên,Trung Nguyên,Refuse,Trung Nguyên,39.0,30 - 39,35 - 39,25+, 25  - 29.99  ,27499.0,Self Employed  - Company owner (under 10 employees),Self Employed,3,Major Chains,Quality-First Consumers
818763,Female,Cần Thơ,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),39.0,30 - 39,35 - 39,< 4.5, 3  - 4.49  ,3749.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Street,Quality-First Consumers
818764,Female,Cần Thơ,2019,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),39.0,30 - 39,35 - 39,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Street,Routine Consumers
818769,Female,Hồ Chí Minh,2019,4.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Housewife,Non-working,1,Other,Social Seekers
818774,Male,Hải Phòng,2019,3.0,Other 1,Other 1,Other 3,Other 1,49.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Freelance,Self Employed,0,Other,Routine Consumers
818777,Male,Hà Nội,2019,4.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,24.0,20 - 29,20 - 24,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,3,Other,Quality-First Consumers
818791,Male,Cần Thơ,2019,6.0,Highlands Coffee,Other 1,Highlands Coffee,Highlands Coffee,34.0,30 - 39,30 - 34,25+, 15  - 19.99  ,17499.0,Officer - Senior Management,Office Worker,3,Major Chains,Quality-First Consumers
818802,Female,Đà Nẵng,2019,3.0,Other 1,Other 1,Refuse,Other 1,53.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Freelance,Self Employed,0,Other,Routine Consumers
818808,Male,Hồ Chí Minh,2019,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),54.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Street,Routine Consumers
818811,Male,Hải Phòng,2019,3.0,Other 1,Other 1,Other 3,Other 1,45.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Freelance,Self Employed,0,Other,Routine Consumers
818828,Female,Hồ Chí Minh,2019,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),57.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,0,Street,Routine Consumers
818857,Female,Hải Phòng,2019,4.0,Trung Nguyên,Highlands Coffee,Refuse,Trung Nguyên,49.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,0,Major Chains,Routine Consumers
818889,Male,Hải Phòng,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Other 3,45.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Freelance,Self Employed,0,Other,Routine Consumers
818905,Male,Đà Nẵng,2019,1.0,Other 1,Other 1,Refuse,Other 1,43.0,40 - 60,40 - 44,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
818915,Male,Hải Phòng,2019,2.0,Milano,Milano,Refuse,Milano,26.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Other,Quality-First Consumers
819121,Male,Cần Thơ,2019,6.0,Other 1,Other 1,Milano,Other 1,23.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
819209,Male,Hồ Chí Minh,2019,1.0,Trung Nguyên,Trung Nguyên,Refuse,Trung Nguyên,42.0,40 - 60,40 - 44,25+, 20  - 24.99  ,22499.0,Officer - Staff level,Office Worker,0,Major Chains,Routine Consumers
819268,Female,Hà Nội,2019,2.0,Other 1,Other 1,Refuse,Other 1,45.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,0,Other,Routine Consumers
819347,Female,Hồ Chí Minh,2019,2.0,Viva Star,Viva Star,Refuse,Viva Star,28.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,Officer - Staff level,Office Worker,3,Other,Quality-First Consumers
819379,Male,Hà Nội,2019,4.0,Other 1,Other 1,Refuse,Other 1,55.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
819384,Female,Hà Nội,2019,4.0,Other 1,Other 1,Refuse,Other 1,40.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Seekers
819385,Male,Hà Nội,2019,3.0,Other 1,Other 1,Other 2,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Seekers
819408,Male,Hà Nội,2019,4.0,Highlands Coffee,Highlands Coffee,The Coffee House,Highlands Coffee,24.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
819429,Female,Hà Nội,2019,4.0,Cộng Cà Phê,Cộng Cà Phê,The Coffee House,Cộng Cà Phê,28.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,1,Major Chains,Social Seekers
819469,Male,Hồ Chí Minh,2019,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),19.0,16 - 19,16 - 19,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Street,Experience Enthusiasts
819535,Male,Cần Thơ,2019,5.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,32.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Agriculture / Forestry (Fishing, planting, farming)",Service & Agriculture,1,Other,Social Seekers
819555,Male,Hà Nội,2019,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,37.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,3,Major Chains,Quality-First Consumers
819558,Female,Hà Nội,2019,3.0,Cộng Cà Phê,Cộng Cà Phê,Other 1,Cộng Cà Phê,38.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,1,Major Chains,Social Seekers
819569,Male,Hà Nội,2019,3.0,Trung Nguyên,Trung Nguyên,Cộng Cà Phê,Trung Nguyên,33.0,30 - 39,30 - 34,25+, 15  - 19.99  ,17499.0,Freelance,Self Employed,3,Major Chains,Quality-First Consumers
819642,Female,Hà Nội,2019,4.0,Highlands Coffee,Highlands Coffee,Cộng Cà Phê,Highlands Coffee,28.0,20 - 29,25 - 29,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,2,Major Chains,Experience Enthusiasts
819659,Female,Cần Thơ,2019,5.0,Other 1,Other 1,Milano,Other 1,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
819663,Male,Cần Thơ,2019,2.0,Other 1,Other 1,Refuse,Other 1,45.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
819706,Male,Hồ Chí Minh,2019,2.0,Other 1,Other 1,Refuse,Other 1,36.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Other,Quality-First Consumers
819710,Female,Cần Thơ,2019,3.0,Other 1,Other 1,Refuse,Other 1,32.0,30 - 39,30 - 34,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,2,Other,Experience Enthusiasts
819735,Female,Hồ Chí Minh,2019,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),55.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,0,Street,Routine Consumers
819759,Male,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
819761,Female,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,30.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
819811,Male,Cần Thơ,2019,5.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,31.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Other,Social Seekers
819843,Male,Đà Nẵng,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Highlands Coffee,25.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Major Chains,Social Seekers
819850,Female,Hà Nội,2019,4.0,Other 1,Other 1,Refuse,Other 1,42.0,40 - 60,40 - 44,25+, 15  - 19.99  ,17499.0,Officer - Middle Management,Office Worker,3,Other,Quality-First Consumers
819872,Male,Hồ Chí Minh,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),43.0,40 - 60,40 - 44,9 - 14.9, 9  - 11.99  ,10499.0,Freelance,Self Employed,3,Street,Quality-First Consumers
819873,Male,Hồ Chí Minh,2019,2.0,Trung Nguyên,Trung Nguyên,Refuse,Trung Nguyên,42.0,40 - 60,40 - 44,25+, 15  - 19.99  ,17499.0,Officer - Staff level,Office Worker,0,Major Chains,Routine Consumers
819896,Male,Hà Nội,2019,5.0,Cộng Cà Phê,Aha Cafe,Cộng Cà Phê,Aha Cafe,21.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
819897,Female,Hồ Chí Minh,2019,3.0,Phúc Long,Phúc Long,Refuse,Phúc Long,31.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,1,Major Chains,Social Seekers
819914,Male,Hà Nội,2019,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,59.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,0,Other,Routine Consumers
819919,Female,Hà Nội,2019,3.0,Cộng Cà Phê,Highlands Coffee,Cộng Cà Phê,Highlands Coffee,30.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,Freelance,Self Employed,3,Major Chains,Quality-First Consumers
819927,Female,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,31.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
819934,Female,Hải Phòng,2019,5.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,30.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Seekers
819944,Female,Đà Nẵng,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),37.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,1,Street,Social Seekers
819953,Female,Hồ Chí Minh,2019,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),40.0,40 - 60,40 - 44,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Street,Routine Consumers
819966,Male,Hà Nội,2019,6.0,Cộng Cà Phê,Highlands Coffee,Urban Station,Highlands Coffee,25.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Seekers
819984,Female,Hà Nội,2019,4.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,31.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Lecturer / Teacher,Professional,1,Major Chains,Social Seekers
819998,Male,Hà Nội,2019,4.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,39.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Consumers
820014,Female,Hồ Chí Minh,2019,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),34.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,1,Street,Social Seekers
