ID,Year,City,Awareness,Attribute,BrandImage
451889,2018,Hà Nội,Starbucks,Clean,Starbucks
125955,2017,Hải Phòng,Gong Cha,Recommended by others,Gong Cha
454673,2018,Hồ Chí Minh,Other 1,Comfortable and relaxing environment,Other 1
749904,2019,Hà Nội,Highlands Coffee,Good music,Highlands Coffee
445337,2018,Hải Phòng,Other 1,Feel I belong here,Other 1
436987,2018,Đà Nẵng,The Coffee House,"Good other beverages (other than coffee, tea & ice-blended)",The Coffee House
804601,2019,Nha Trang,Trung Nguyên,Good place for socializing with colleagues,Trung Nguyên
434854,2018,Hải Phòng,Starbucks,Clean,Starbucks
140604,2017,Hà Nội,Indepedent Cafe,Good music,Indepedent Cafe
833174,2019,Hồ Chí Minh,Street,Good coffee taste,Street
726771,2019,Hải Phòng,Other,Comfortable and relaxing environment,Other
122874,2017,Hà Nội,Cộng Cà Phê,Good music,Cộng Cà Phê
134439,2017,Hải Phòng,Indepedent Cafe,Good place for socializing,Indepedent Cafe
445381,2018,Hải Phòng,Cộng Cà Phê,Clean,Cộng Cà Phê
789636,2019,Đà Nẵng,Trung Nguyên,High speed of internet,Trung Nguyên
457601,2018,Hồ Chí Minh,Coffee Bean & Tea Leaf,Good tea taste,Coffee Bean & Tea Leaf
399439,2018,Hồ Chí Minh,Other 1,Feel I belong here,Other 1
805508,2019,Hồ Chí Minh,Trung Nguyên,Clean,Trung Nguyên
106554,2017,Hải Phòng,Indepedent Cafe,Diversified menu,Indepedent Cafe
382580,2018,Hà Nội,Highlands Coffee,Trusted brand,Highlands Coffee
411697,2018,Hà Nội,Highlands Coffee,Good place for socializing with family,Highlands Coffee
456857,2018,Hà Nội,Other 1,Quick speed of service,Other 1
362711,2018,Cần Thơ,Other 1,Quick speed of service,Other 1
789371,2019,Đà Nẵng,Phúc Long,Good place for relaxing,Phúc Long
448123,2018,Hà Nội,Trung Nguyên,Good place for socializing with colleagues,Trung Nguyên
419505,2018,Hải Phòng,Other 3,Recommended by others,Other 3
435111,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Quick speed of service,Street / Half street coffee (including carts)
91439,2017,Hồ Chí Minh,Phúc Long,Good tea taste,Phúc Long
446712,2018,Hà Nội,Highlands Coffee,Friendly staff,Highlands Coffee
139949,2017,Hà Nội,Highlands Coffee,Good place for working / studying,Highlands Coffee
124743,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,Good tea taste,Coffee Bean & Tea Leaf
806213,2019,Cần Thơ,Mê Trang,"Good other beverages (other than coffee, tea & ice-blended)",Mê Trang
819555,2019,Hà Nội,The Coffee House,Good place for relaxing,The Coffee House
108903,2017,Hà Nội,Indepedent Cafe,Convenient location,Indepedent Cafe
728697,2019,Đà Nẵng,Long Cafe,Nice environment design,Long Cafe
439434,2018,Hồ Chí Minh,Other 1,Good coffee taste,Other 1
827586,2019,Hà Nội,Trung Nguyên,Good place for socializing with friends,Trung Nguyên
807190,2019,Nha Trang,Highlands Coffee,Good ice-blended taste,Highlands Coffee
134371,2017,Hải Phòng,Indepedent Cafe,Clean,Indepedent Cafe
817815,2019,Hà Nội,Trung Nguyên,Good place for socializing with friends,Trung Nguyên
369533,2018,Hà Nội,Urban Station,Trusted brand,Urban Station
753429,2019,Hồ Chí Minh,Viva Star,Good place for socializing with colleagues,Viva Star
737286,2019,Hồ Chí Minh,The Coffee House,High speed of internet,The Coffee House
111458,2017,Hồ Chí Minh,Other Branded Cafe Chain,Clean,Other Branded Cafe Chain
134444,2017,Hải Phòng,Trung Nguyên,Clean,Trung Nguyên
402759,2018,Hồ Chí Minh,The Coffee House,Clean,The Coffee House
380067,2018,Đà Nẵng,Long Cafe,Friendly staff,Long Cafe
797933,2019,Hà Nội,Other,Good value for money,Other
444023,2018,Nha Trang,Other 1,Good music,Other 1
92820,2017,Hồ Chí Minh,Trung Nguyên,Good coffee taste,Trung Nguyên
825143,2019,Hải Phòng,Other,Good coffee taste,Other
140402,2017,Hà Nội,Indepedent Cafe,High speed of internet,Indepedent Cafe
824576,2019,Hà Nội,Thức Coffee,Good place for socializing with friends,Thức Coffee
386289,2018,Hồ Chí Minh,Highlands Coffee,Have new product regularly,Highlands Coffee
449777,2018,Nha Trang,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
135285,2017,Cần Thơ,Indepedent Cafe,Good place for socializing,Indepedent Cafe
123775,2017,Hải Phòng,Indepedent Cafe,Convenient location,Indepedent Cafe
399412,2018,Hồ Chí Minh,The Coffee House,Good coffee taste,The Coffee House
810784,2019,Hà Nội,Cộng Cà Phê,Popular brand,Cộng Cà Phê
748738,2019,Hồ Chí Minh,Cộng Cà Phê,Good place for socializing with colleagues,Cộng Cà Phê
448973,2018,Nha Trang,Milano,Popular brand,Milano
372778,2018,Hải Phòng,Other 1,Clean,Other 1
817607,2019,Hồ Chí Minh,The Coffee House,Good place for socializing with friends,The Coffee House
439853,2018,Nha Trang,Milano,Convenient location,Milano
439945,2018,Hồ Chí Minh,Viva Star,Good place for studying,Viva Star
446193,2018,Nha Trang,Other 1,Good music,Other 1
437253,2018,Hà Nội,Other 1,Clean,Other 1
737402,2019,Hồ Chí Minh,Other,Good place for socializing with colleagues,Other
384921,2018,Hà Nội,Cộng Cà Phê,Good coffee taste,Cộng Cà Phê
786936,2019,Hà Nội,Other,High speed of internet,Other
138657,2017,Hồ Chí Minh,The Coffee House,"Good other beverages (other than coffee, tea & ice-blended)",The Coffee House
809894,2019,Nha Trang,Other,Popular brand,Other
458710,2018,Nha Trang,Other 1,Recommended by others,Other 1
135131,2017,Hồ Chí Minh,Phúc Long,Clean,Phúc Long
734867,2019,Hồ Chí Minh,Starbucks,Good place for relaxing,Starbucks
837772,2019,Hồ Chí Minh,Mộc Miên,Clean,Mộc Miên
454751,2018,Hà Nội,Other 1,Trusted brand,Other 1
808625,2019,Hồ Chí Minh,Phúc Long,Good ice-blended taste,Phúc Long
770510,2019,Hà Nội,Aha Cafe,Good place for relaxing,Aha Cafe
122071,2017,Hải Phòng,Highlands Coffee,Good music,Highlands Coffee
121617,2017,Hà Nội,Cộng Cà Phê,Good music,Cộng Cà Phê
122935,2017,Hà Nội,Indepedent Cafe,Feel I belong here,Indepedent Cafe
844514,2019,Cần Thơ,Other,Comfortable and relaxing environment,Other
122706,2017,Hồ Chí Minh,Trung Nguyên,Friendly staff,Trung Nguyên
460043,2018,Đà Nẵng,Other 1,Good place for relaxing,Other 1
379371,2018,Hồ Chí Minh,Trung Nguyên,Nice environment design,Trung Nguyên
448216,2018,Hải Phòng,Other 1,High speed of internet,Other 1
138716,2017,Hồ Chí Minh,Starbucks,Clean,Starbucks
817121,2019,Hải Phòng,Milano,Good value for money,Milano
109198,2017,Hải Phòng,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
132558,2017,Đà Nẵng,Trung Nguyên,Diversified menu,Trung Nguyên
823420,2019,Hồ Chí Minh,Other,Good place for socializing with friends,Other
117139,2017,Cần Thơ,Other Branded Cafe Chain,High speed of internet,Other Branded Cafe Chain
134581,2017,Hải Phòng,Milano,Clean,Milano
811380,2019,Hà Nội,Highlands Coffee,Trusted brand,Highlands Coffee
816157,2019,Hà Nội,Phúc Long,Good music,Phúc Long
802805,2019,Hồ Chí Minh,Trung Nguyên,Good coffee taste,Trung Nguyên
790548,2019,Hồ Chí Minh,Phúc Long,Good place for socializing with friends,Phúc Long
792726,2019,Hà Nội,Starbucks,Convenient location,Starbucks
394486,2018,Hải Phòng,Other 1,Feel I belong here,Other 1
815354,2019,Cần Thơ,Milano,Nice environment design,Milano
846838,2019,Nha Trang,Mê Trang,Clean,Mê Trang
439174,2018,Hà Nội,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
437707,2018,Nha Trang,Street / Half street coffee (including carts),Quick speed of service,Street / Half street coffee (including carts)
131562,2017,Hồ Chí Minh,Milano,High speed of internet,Milano
384928,2018,Hà Nội,Aha Cafe,Good place for socializing with family,Aha Cafe
120126,2017,Hồ Chí Minh,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
135507,2017,Đà Nẵng,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
139178,2017,Đà Nẵng,Trung Nguyên,Popular brand,Trung Nguyên
363115,2018,Hà Nội,Highlands Coffee,Good value for money,Highlands Coffee
438815,2018,Hồ Chí Minh,Highlands Coffee,Popular brand,Highlands Coffee
454672,2018,Hà Nội,Other 2,Good place for socializing with family,Other 2
93207,2017,Hồ Chí Minh,The Coffee House,Clean,The Coffee House
108656,2017,Hồ Chí Minh,The Coffee House,Feel I belong here,The Coffee House
450157,2018,Đà Nẵng,Other 1,Convenient location,Other 1
827901,2019,Hồ Chí Minh,Other,Good place for relaxing,Other
420781,2018,Hồ Chí Minh,Starbucks,Good place for relaxing,Starbucks
462884,2018,Hải Phòng,Highlands Coffee,Good coffee taste,Highlands Coffee
136007,2017,Hà Nội,Trung Nguyên,Friendly staff,Trung Nguyên
429262,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for socializing with friends,Street / Half street coffee (including carts)
119547,2017,Hà Nội,Milano,Comfortable and relaxing environment,Milano
818769,2019,Hồ Chí Minh,Highlands Coffee,Feel I belong here,Highlands Coffee
439946,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Quick speed of service,Street / Half street coffee (including carts)
140401,2017,Hà Nội,Indepedent Cafe,Recommended by others,Indepedent Cafe
127014,2017,Đà Nẵng,Trung Nguyên,Nice environment design,Trung Nguyên
443966,2018,Đà Nẵng,Street / Half street coffee (including carts),Comfortable and relaxing environment,Street / Half street coffee (including carts)
748086,2019,Hà Nội,Aha Cafe,Comfortable and relaxing environment,Aha Cafe
415793,2018,Hải Phòng,Starbucks,High speed of internet,Starbucks
418442,2018,Nha Trang,Cộng Cà Phê,Nice environment design,Cộng Cà Phê
135042,2017,Hải Phòng,Trung Nguyên,Nice environment design,Trung Nguyên
454579,2018,Đà Nẵng,Other 1,Good value for money,Other 1
811471,2019,Nha Trang,Mê Trang,Comfortable and relaxing environment,Mê Trang
818186,2019,Hồ Chí Minh,Passio,Nice environment design,Passio
783066,2019,Hà Nội,Mê Trang,Good place for relaxing,Mê Trang
783322,2019,Hà Nội,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
124745,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
390831,2018,Đà Nẵng,Long Cafe,Feel I belong here,Long Cafe
134914,2017,Hải Phòng,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
140101,2017,Hà Nội,Indepedent Cafe,Good place for relaxing,Indepedent Cafe
139880,2017,Hà Nội,Highlands Coffee,Clean,Highlands Coffee
796840,2019,Hồ Chí Minh,Highlands Coffee,Nice environment design,Highlands Coffee
820399,2019,Hải Phòng,The Coffee House,Nice environment design,The Coffee House
810596,2019,Đà Nẵng,The Cups Coffee,Good place for socializing with friends,The Cups Coffee
136213,2017,Hải Phòng,Indepedent Cafe,Good value for money,Indepedent Cafe
138617,2017,Hà Nội,Trung Nguyên,Good place for working / studying,Trung Nguyên
441239,2018,Hồ Chí Minh,Starbucks,Good place for studying,Starbucks
834890,2019,Cần Thơ,Other,Good place for socializing with colleagues,Other
832053,2019,Hồ Chí Minh,Trung Nguyên,"Good other beverages (other than coffee, tea & ice-blended)",Trung Nguyên
138291,2017,Đà Nẵng,Indepedent Cafe,Diversified menu,Indepedent Cafe
829874,2019,Hồ Chí Minh,Đen Đá,Good place for working / business meeting,Đen Đá
133394,2017,Cần Thơ,Indepedent Cafe,Convenient location,Indepedent Cafe
452332,2018,Hà Nội,Trung Nguyên,Quick speed of service,Trung Nguyên
817503,2019,Đà Nẵng,The Coffee House,Good place for relaxing,The Coffee House
803691,2019,Đà Nẵng,Other,Comfortable and relaxing environment,Other
438454,2018,Hồ Chí Minh,Street / Half street coffee (including carts),"Good other beverages (other than coffee, tea & ice-blended)",Street / Half street coffee (including carts)
808070,2019,Hồ Chí Minh,Street,Convenient location,Street
123415,2017,Hồ Chí Minh,The Coffee House,Good place for relaxing,The Coffee House
750065,2019,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
138945,2017,Đà Nẵng,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
116038,2017,Cần Thơ,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
104301,2017,Cần Thơ,Indepedent Cafe,Friendly staff,Indepedent Cafe
824050,2019,Cần Thơ,Other,Good place for socializing with family,Other
389454,2018,Cần Thơ,Other 2,Quick speed of service,Other 2
113050,2017,Hải Phòng,Highlands Coffee,Convenient location,Highlands Coffee
138374,2017,Hồ Chí Minh,Milano,Nice environment design,Milano
138542,2017,Đà Nẵng,Gong Cha,Comfortable and relaxing environment,Gong Cha
443734,2018,Hà Nội,Other 1,High speed of internet,Other 1
368473,2018,Hải Phòng,Highlands Coffee,Have new product regularly,Highlands Coffee
815653,2019,Hà Nội,Cộng Cà Phê,Good place for socializing with family,Cộng Cà Phê
453828,2018,Nha Trang,Other 1,Feel I belong here,Other 1
121573,2017,Hà Nội,Passio,Diversified menu,Passio
93385,2017,Hồ Chí Minh,Trung Nguyên,Quick speed of service,Trung Nguyên
854731,2019,Hồ Chí Minh,Milano,Good place for relaxing,Milano
386598,2018,Nha Trang,Other 1,Comfortable and relaxing environment,Other 1
121624,2017,Hà Nội,Other Branded Cafe Chain,Popular brand,Other Branded Cafe Chain
799614,2019,Hà Nội,Highlands Coffee,Good ice-blended taste,Highlands Coffee
433237,2018,Hồ Chí Minh,Trung Nguyên,Good place for studying,Trung Nguyên
796081,2019,Đà Nẵng,Highlands Coffee,Trusted brand,Highlands Coffee
117139,2017,Cần Thơ,Trung Nguyên,Clean,Trung Nguyên
139994,2017,Hà Nội,Indepedent Cafe,Quick speed of service,Indepedent Cafe
825517,2019,Hồ Chí Minh,Trung Nguyên,Friendly staff,Trung Nguyên
101611,2017,Cần Thơ,Indepedent Cafe,Quick speed of service,Indepedent Cafe
97695,2017,Hà Nội,Trung Nguyên,Popular brand,Trung Nguyên
803267,2019,Hà Nội,The Coffee House,Popular brand,The Coffee House
803915,2019,Hà Nội,Phúc Long,Feel I belong here,Phúc Long
368351,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
452356,2018,Hà Nội,Aha Cafe,Good place for socializing with family,Aha Cafe
103388,2017,Cần Thơ,Other Branded Cafe Chain,Good coffee taste,Other Branded Cafe Chain
430339,2018,Hà Nội,Highlands Coffee,Good coffee taste,Highlands Coffee
438988,2018,Hà Nội,Cộng Cà Phê,Clean,Cộng Cà Phê
830681,2019,Hà Nội,Aha Cafe,Have new product regularly,Aha Cafe
366767,2018,Đà Nẵng,Phúc Long,Feel I belong here,Phúc Long
386738,2018,Cần Thơ,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
387932,2018,Cần Thơ,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
824631,2019,Hà Nội,The Coffee House,Have new product regularly,The Coffee House
828322,2019,Hà Nội,Street,Clean,Street
845842,2019,Hồ Chí Minh,Phúc Long,Nice environment design,Phúc Long
803191,2019,Hà Nội,Highlands Coffee,Good place for socializing with family,Highlands Coffee
733904,2019,Hồ Chí Minh,Street,Friendly staff,Street
752760,2019,Hà Nội,Aha Cafe,Good place for working / business meeting,Aha Cafe
451905,2018,Hà Nội,Cộng Cà Phê,Feel I belong here,Cộng Cà Phê
378154,2018,Cần Thơ,Trung Nguyên,Convenient location,Trung Nguyên
394596,2018,Hải Phòng,Highlands Coffee,Good coffee taste,Highlands Coffee
108672,2017,Hà Nội,Maxx Coffee,Friendly staff,Maxx Coffee
815803,2019,Hà Nội,Aha Cafe,Friendly staff,Aha Cafe
439180,2018,Hà Nội,The Coffee House,Good value for money,The Coffee House
807618,2019,Cần Thơ,Street,Feel I belong here,Street
811278,2019,Hà Nội,Phúc Long,Recommended by others,Phúc Long
837441,2019,Hồ Chí Minh,Phúc Long,Comfortable and relaxing environment,Phúc Long
125691,2017,Hải Phòng,Indepedent Cafe,Friendly staff,Indepedent Cafe
449119,2018,Hà Nội,The Coffee House,Comfortable and relaxing environment,The Coffee House
835886,2019,Hồ Chí Minh,Milano,Clean,Milano
138122,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,Recommended by others,Coffee Bean & Tea Leaf
758827,2019,Hồ Chí Minh,Phúc Long,Good value for money,Phúc Long
432320,2018,Hà Nội,Highlands Coffee,Good tea taste,Highlands Coffee
414613,2018,Nha Trang,Phúc Long,High speed of internet,Phúc Long
808353,2019,Hải Phòng,Street,Good value for money,Street
135364,2017,Hà Nội,Passio,Nice environment design,Passio
758160,2019,Hồ Chí Minh,Phúc Long,Good value for money,Phúc Long
856130,2019,Hồ Chí Minh,Cộng Cà Phê,Good place for relaxing,Cộng Cà Phê
